language,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
Vietnamese,1,1,0,353783484,0,0,0,30/11/23
Arabic,1,1,0,353783484,0,0,0,01/12/23
Chinese,7,7,0,353783484,0,0.777777778,7,01/12/23
English,471,531,0,353783484,0,0.638513514,378,01/12/23
French,8,8,0,353783484,0,0.25,2,01/12/23
German,1,1,0,353783484,0,1,1,01/12/23
Portuguese,1,1,0,353783484,0,0,0,01/12/23
Russian,2,2,0,353783484,0,1,2,01/12/23
Spanish,1,1,0,353783484,0,0,0,01/12/23
Dutch,2,2,0,353783484,0,1,2,02/12/23
English,508,562,0,353783484,0,0.635914333,386,02/12/23
French,7,8,0,353783484,0,0.888888889,8,02/12/23
German,2,2,0,353783484,0,1,2,02/12/23
Norwegian Bokmål,1,1,0,353783484,0,0,0,02/12/23
Portuguese,3,3,0,353783484,0,0.666666667,2,02/12/23
Romanian,1,1,0,353783484,0,1,1,02/12/23
Russian,1,1,0,353783484,0,1,1,02/12/23
Spanish,1,1,0,353783484,0,1,1,02/12/23
Vietnamese,1,1,0,353783484,0,1,1,02/12/23
Bulgarian,1,1,0,353783484,0,1,1,03/12/23
Chinese,2,3,0,353783484,0,0.5,2,03/12/23
English,510,556,0,353783484,0,0.636672326,375,03/12/23
French,9,9,0,353783484,0,0.636363636,7,03/12/23
German,2,2,0,353783484,0,0.5,1,03/12/23
Italian,2,2,0,353783484,0,0.5,1,03/12/23
Russian,3,3,0,353783484,0,0.75,3,03/12/23
Spanish,4,4,0,353783484,0,0.75,3,03/12/23
Swedish,1,1,0,353783484,0,0,0,03/12/23
Vietnamese,2,2,0,353783484,0,1,2,03/12/23
Chinese,5,5,0,353783484,0,0.166666667,1,04/12/23
English,565,636,0,353783484,0,0.655474453,449,04/12/23
French,6,8,0,353783484,0,0.75,6,04/12/23
German,2,2,0,353783484,0,1,2,04/12/23
Persian,1,1,0,353783484,0,1,1,04/12/23
Spanish,3,3,0,353783484,0,0.75,3,04/12/23
Chinese,3,4,0,353783484,0,0.666666667,4,05/12/23
English,559,631,0,353783484,0,0.626647145,428,05/12/23
French,9,10,0,353783484,0,0.272727273,3,05/12/23
German,1,1,0,353783484,0,1,1,05/12/23
Korean,2,2,0,353783484,0,1,2,05/12/23
Polish,2,2,0,353783484,0,0.333333333,1,05/12/23
Portuguese,1,1,0,353783484,0,1,1,05/12/23
Spanish,1,1,0,353783484,0,0,0,05/12/23
Bengali,1,1,0,353783484,0,0,0,06/12/23
Chinese,6,10,0,353783484,0,0.6,6,06/12/23
Dutch,1,1,0,353783484,0,1,1,06/12/23
English,485,542,0,353783484,0,0.647569444,373,06/12/23
French,5,5,0,353783484,0,0.8,4,06/12/23
Korean,2,2,0,353783484,0,0.5,1,06/12/23
Norwegian Bokmål,1,1,0,353783484,0,0,0,06/12/23
Polish,1,1,0,353783484,0,1,1,06/12/23
Romanian,1,1,0,353783484,0,1,1,06/12/23
Russian,1,1,0,353783484,0,0,0,06/12/23
Spanish,3,3,0,353783484,0,0.333333333,1,06/12/23
Turkish,0,1,0,353783484,0,0,0,06/12/23
Chinese,5,5,0,353783484,0,0.6,3,07/12/23
English,489,552,0,353783484,0,0.614262561,379,07/12/23
French,3,4,0,353783484,0,0.5,2,07/12/23
German,1,1,0,353783484,0,1,1,07/12/23
Italian,0,1,0,353783484,0,1,1,07/12/23
Polish,1,1,0,353783484,0,1,1,07/12/23
Portuguese,1,1,0,353783484,0,0,0,07/12/23
Romanian,1,2,0,353783484,0,1,2,07/12/23
Russian,1,2,0,353783484,0,1,3,07/12/23
Spanish,3,3,0,353783484,0,0.666666667,2,07/12/23
Turkish,1,1,0,353783484,0,0,0,07/12/23
Vietnamese,1,1,0,353783484,0,1,1,07/12/23
Arabic,1,1,0,353783484,0,1,1,08/12/23
Chinese,3,3,0,353783484,0,0.75,3,08/12/23
Dutch,4,5,0,353783484,0,0.4,2,08/12/23
English,541,585,0,353783484,0,0.645007924,407,08/12/23
Finnish,1,1,0,353783484,0,1,1,08/12/23
French,3,3,0,353783484,0,0.666666667,2,08/12/23
German,1,1,0,353783484,0,0,0,08/12/23
Italian,1,1,0,353783484,0,1,1,08/12/23
Persian,1,1,0,353783484,0,1,1,08/12/23
Portuguese,3,5,0,353783484,0,0.6,3,08/12/23
Spanish,4,4,0,353783484,0,0.5,2,08/12/23
Thai,1,1,0,353783484,0,0,0,08/12/23
Arabic,0,1,0,353783484,0,0,0,09/12/23
Chinese,1,1,0,353783484,0,0,0,09/12/23
Dutch,1,1,0,353783484,0,0,0,09/12/23
English,481,526,0,353783484,0,0.598967298,348,09/12/23
French,2,2,0,353783484,0,1,2,09/12/23
German,2,2,0,353783484,0,0.5,1,09/12/23
Greek,1,1,0,353783484,0,0,0,09/12/23
Indonesian,1,1,0,353783484,0,1,1,09/12/23
Portuguese,2,2,0,353783484,0,0,0,09/12/23
Romanian,0,1,0,353783484,0,0,0,09/12/23
Spanish,5,5,0,353783484,0,0.4,2,09/12/23
Turkish,1,1,0,353783484,0,0,0,09/12/23
Danish,1,1,0,353783484,0,1,1,10/12/23
Dutch,1,1,0,353783484,0,1,1,10/12/23
English,484,523,0,353783484,0,0.619565217,342,10/12/23
French,2,2,0,353783484,0,1,2,10/12/23
German,1,1,0,353783484,0,1,1,10/12/23
Polish,1,1,0,353783484,0,0,0,10/12/23
Spanish,3,3,0,353783484,0,0.333333333,1,10/12/23
Swedish,0,1,0,353783484,0,1,1,10/12/23
Chinese,3,4,0,353783484,0,1,4,11/12/23
English,607,682,0,353783484,0,0.651495449,501,11/12/23
French,9,9,0,353783484,0,0.7,7,11/12/23
Greek,0,1,0,353783484,0,1,1,11/12/23
Hungarian,0,1,0,353783484,0,1,1,11/12/23
Japanese,1,1,0,353783484,0,0,0,11/12/23
Polish,1,1,0,353783484,0,1,1,11/12/23
Portuguese,2,2,0,353783484,0,1,2,11/12/23
Russian,2,2,0,353783484,0,0.666666667,2,11/12/23
Slovenian,1,1,0,353783484,0,1,1,11/12/23
Spanish,1,2,0,353783484,0,0.5,1,11/12/23
Turkish,0,1,0,353783484,0,1,1,11/12/23
Chinese,2,2,0,353783484,0,0.5,1,12/12/23
Croatian,2,2,0,353783484,0,1,2,12/12/23
English,517,581,0,353783484,0,0.653061224,416,12/12/23
French,6,6,0,353783484,0,0.625,5,12/12/23
Hungarian,0,1,0,353783484,0,1,2,12/12/23
Indonesian,1,1,0,353783484,0,0,0,12/12/23
Korean,0,1,0,353783484,0,0,0,12/12/23
Romanian,1,1,0,353783484,0,0,0,12/12/23
Spanish,1,1,0,353783484,0,0,0,12/12/23
Turkish,1,1,0,353783484,0,1,1,12/12/23
Ukrainian,1,1,0,353783484,0,0,0,12/12/23
Vietnamese,1,1,0,353783484,0,1,1,12/12/23
Arabic,1,1,0,353783484,0,0,0,13/12/23
Chinese,3,4,0,353783484,0,0.25,1,13/12/23
Croatian,1,1,0,353783484,0,1,1,13/12/23
Dutch,1,1,0,353783484,0,0,0,13/12/23
English,451,503,0,353783484,0,0.642066421,348,13/12/23
French,3,4,0,353783484,0,0.8,4,13/12/23
German,2,3,0,353783484,0,0.2,1,13/12/23
Hungarian,0,1,0,353783484,0,1,2,13/12/23
Korean,1,1,0,353783484,0,1,1,13/12/23
Spanish,1,1,0,353783484,0,0,0,13/12/23
Turkish,1,1,0,353783484,0,1,1,13/12/23
Chinese,5,5,0,353783484,0,0.5,3,14/12/23
Dutch,1,1,0,353783484,0,0,0,14/12/23
English,500,553,0,353783484,0,0.62193126,380,14/12/23
French,2,2,0,353783484,0,1,2,14/12/23
Italian,1,1,0,353783484,0,1,1,14/12/23
Korean,1,2,0,353783484,0,1,2,14/12/23
Portuguese,3,3,0,353783484,0,0.666666667,2,14/12/23
Russian,0,1,0,353783484,0,0,0,14/12/23
Spanish,3,3,0,353783484,0,0,0,14/12/23
Vietnamese,1,1,0,353783484,0,1,1,14/12/23
Chinese,5,5,0,353783484,0,0.6,3,15/12/23
Croatian,1,1,0,353783484,0,1,1,15/12/23
Dutch,1,1,0,353783484,0,1,1,15/12/23
English,430,480,0,353783484,0,0.619771863,326,15/12/23
French,6,7,0,353783484,0,0.5,4,15/12/23
Latvian,1,1,0,353783484,0,0,0,15/12/23
Portuguese,1,2,0,353783484,0,0,0,15/12/23
Russian,0,1,0,353783484,0,0,0,15/12/23
Spanish,1,1,0,353783484,0,1,1,15/12/23
Swedish,2,2,0,353783484,0,1,2,15/12/23
Arabic,1,1,0,353783484,0,0,0,16/12/23
Bulgarian,1,1,0,353783484,0,1,1,16/12/23
Chinese,3,3,0,353783484,0,0.666666667,2,16/12/23
English,504,542,0,353783484,0,0.634020619,369,16/12/23
French,0,1,0,353783484,0,0,0,16/12/23
German,0,1,0,353783484,0,1,1,16/12/23
Greek,1,1,0,353783484,0,1,1,16/12/23
Hungarian,1,1,0,353783484,0,0,0,16/12/23
Portuguese,1,1,0,353783484,0,1,1,16/12/23
Russian,1,1,0,353783484,0,0,0,16/12/23
Spanish,2,2,0,353783484,0,0,0,16/12/23
Arabic,1,1,0,353783484,0,1,1,17/12/23
Chinese,3,5,0,353783484,0,0.4,2,17/12/23
Dutch,1,1,0,353783484,0,1,1,17/12/23
English,430,479,0,353783484,0,0.607692308,316,17/12/23
Finnish,2,2,0,353783484,0,0.5,1,17/12/23
French,3,4,0,353783484,0,0.25,1,17/12/23
Portuguese,1,2,0,353783484,0,0.5,1,17/12/23
Russian,1,1,0,353783484,0,1,1,17/12/23
Spanish,3,3,0,353783484,0,0.666666667,2,17/12/23
Vietnamese,1,1,0,353783484,0,0,0,17/12/23
Chinese,3,3,0,353783484,0,0.666666667,2,18/12/23
Croatian,1,1,0,353783484,0,0,0,18/12/23
English,541,606,0,353783484,0,0.649700599,434,18/12/23
Finnish,2,2,0,353783484,0,0.666666667,2,18/12/23
French,6,7,0,353783484,0,0.571428571,4,18/12/23
Gujarati,1,1,0,353783484,0,0,0,18/12/23
Hungarian,1,1,0,353783484,0,1,1,18/12/23
Italian,1,1,0,353783484,0,1,1,18/12/23
Japanese,1,2,0,353783484,0,0.666666667,2,18/12/23
Portuguese,2,3,0,353783484,0,0.333333333,1,18/12/23
Swedish,1,1,0,353783484,0,1,1,18/12/23
Turkish,2,2,0,353783484,0,0.5,1,18/12/23
Vietnamese,2,3,0,353783484,0,0.5,2,18/12/23
Chinese,3,3,0,353783484,0,0.333333333,1,19/12/23
English,511,568,0,353783484,0,0.597774245,376,19/12/23
French,11,12,0,353783484,0,0.5,7,19/12/23
Panjabi,1,1,0,353783484,0,1,1,19/12/23
Russian,3,3,0,353783484,0,0.666666667,2,19/12/23
Serbian,1,1,0,353783484,0,0,0,19/12/23
Spanish,3,3,0,353783484,0,0.666666667,2,19/12/23
Vietnamese,1,1,0,353783484,0,1,1,19/12/23
Chinese,4,4,0,353783484,0,0.6,3,20/12/23
Dutch,1,1,0,353783484,0,0,0,20/12/23
English,439,491,0,353783484,0,0.617100372,332,20/12/23
French,3,3,0,353783484,0,0.333333333,1,20/12/23
Spanish,2,3,0,353783484,0,0.666666667,2,20/12/23
Swedish,3,3,0,353783484,0,0,0,20/12/23
Telugu,1,1,0,353783484,0,1,1,20/12/23
Turkish,2,2,0,353783484,0,0.5,1,20/12/23
Ukrainian,1,1,0,353783484,0,0,0,20/12/23
Vietnamese,1,1,0,353783484,0,1,2,20/12/23
Arabic,1,1,0,353783484,0,0,0,21/12/23
Chinese,3,4,0,353783484,0,0.75,3,21/12/23
Dutch,1,1,0,353783484,0,0,0,21/12/23
English,415,466,0,353783484,0,0.622789784,317,21/12/23
French,5,5,0,353783484,0,0.8,4,21/12/23
German,1,1,0,353783484,0,0,0,21/12/23
Italian,1,1,0,353783484,0,0,0,21/12/23
Polish,1,1,0,353783484,0,1,1,21/12/23
Portuguese,2,2,0,353783484,0,0,0,21/12/23
Russian,1,2,0,353783484,0,1,2,21/12/23
Swedish,1,1,0,353783484,0,0,0,21/12/23
Arabic,0,1,0,353783484,0,0,0,22/12/23
Chinese,3,3,0,353783484,0,0.75,3,22/12/23
English,419,471,0,353783484,0,0.628683694,320,22/12/23
French,3,3,0,353783484,0,0.333333333,1,22/12/23
German,1,1,0,353783484,0,1,1,22/12/23
Italian,0,1,0,353783484,0,0,0,22/12/23
Korean,2,2,0,353783484,0,1,2,22/12/23
Romanian,1,1,0,353783484,0,1,1,22/12/23
Spanish,2,2,0,353783484,0,0,0,22/12/23
Ukrainian,0,1,0,353783484,0,0,0,22/12/23
Chinese,2,3,0,353783484,0,1,4,23/12/23
English,377,407,0,353783484,0,0.577011494,251,23/12/23
French,5,7,0,353783484,0,0.75,6,23/12/23
German,1,1,0,353783484,0,1,1,23/12/23
Hebrew,1,1,0,353783484,0,0,0,23/12/23
Japanese,1,2,0,353783484,0,0.666666667,2,23/12/23
Malay,1,1,0,353783484,0,0,0,23/12/23
Slovak,1,1,0,353783484,0,0,0,23/12/23
Spanish,1,1,0,353783484,0,0,0,23/12/23
Swedish,1,1,0,353783484,0,1,1,23/12/23
Turkish,1,1,0,353783484,0,0,0,23/12/23
Vietnamese,1,1,0,353783484,0,0,0,23/12/23
Arabic,1,1,0,353783484,0,0,0,24/12/23
Chinese,4,4,0,353783484,0,1,4,24/12/23
Dutch,1,1,0,353783484,0,1,1,24/12/23
English,296,323,0,353783484,0,0.579881657,196,24/12/23
French,2,2,0,353783484,0,0,0,24/12/23
German,1,1,0,353783484,0,0,0,24/12/23
Indonesian,1,1,0,353783484,0,1,1,24/12/23
Japanese,0,1,0,353783484,0,1,1,24/12/23
Portuguese,1,1,0,353783484,0,0,0,24/12/23
Turkish,0,1,0,353783484,0,0,0,24/12/23
Chinese,2,4,0,353783484,0,0.6,3,25/12/23
English,248,270,0,353783484,0,0.596428571,167,25/12/23
French,4,4,0,353783484,0,0.2,1,25/12/23
Hebrew,1,1,0,353783484,0,1,1,25/12/23
Hungarian,1,1,0,353783484,0,1,2,25/12/23
Japanese,1,2,0,353783484,0,0.5,1,25/12/23
Malayalam,1,1,0,353783484,0,0,0,25/12/23
Russian,1,1,0,353783484,0,0,0,25/12/23
Tamil,1,1,0,353783484,0,0,0,25/12/23
Turkish,1,1,0,353783484,0,1,1,25/12/23
Ukrainian,1,1,0,353783484,0,1,1,25/12/23
Arabic,1,1,0,353783484,0,0,0,26/12/23
Chinese,5,5,0,353783484,0,0.4,2,26/12/23
Dutch,1,1,0,353783484,0,1,1,26/12/23
English,436,462,0,353783484,0,0.646938776,317,26/12/23
German,1,1,0,353783484,0,1,1,26/12/23
Hungarian,1,2,0,353783484,0,1,2,26/12/23
Portuguese,3,3,0,353783484,0,0.5,2,26/12/23
Spanish,3,3,0,353783484,0,0,0,26/12/23
Swedish,1,1,0,353783484,0,1,1,26/12/23
Chinese,0,1,0,353783484,0,1,1,27/12/23
Czech,1,1,0,353783484,0,1,1,27/12/23
English,494,536,0,353783484,0,0.630017452,361,27/12/23
French,5,6,0,353783484,0,0.5,3,27/12/23
Hungarian,0,1,0,353783484,0,0,0,27/12/23
Persian,1,1,0,353783484,0,0,0,27/12/23
Polish,1,1,0,353783484,0,1,1,27/12/23
Portuguese,1,1,0,353783484,0,0,0,27/12/23
Russian,2,2,0,353783484,0,0.5,1,27/12/23
Serbian,1,1,0,353783484,0,0,0,27/12/23
Spanish,1,3,0,353783484,0,0,0,27/12/23
Ukrainian,1,1,0,353783484,0,0,0,27/12/23
Chinese,0,1,0,353783484,0,0,0,28/12/23
Danish,1,1,0,353783484,0,0,0,28/12/23
English,507,557,0,353783484,0,0.609195402,371,28/12/23
French,4,4,0,353783484,0,0.5,2,28/12/23
Gujarati,1,1,0,353783484,0,0,0,28/12/23
Indonesian,1,1,0,353783484,0,0,0,28/12/23
Italian,1,1,0,353783484,0,0,0,28/12/23
Malayalam,0,1,0,353783484,0,0,0,28/12/23
Polish,1,1,0,353783484,0,1,1,28/12/23
Russian,3,3,0,353783484,0,0.333333333,1,28/12/23
Spanish,3,4,0,353783484,0,0.5,2,28/12/23
Danish,1,1,0,353783484,0,0,0,29/12/23
English,458,486,0,353783484,0,0.596491228,306,29/12/23
French,4,4,0,353783484,0,0.5,2,29/12/23
Hindi,1,1,0,353783484,0,0,0,29/12/23
Hungarian,0,1,0,353783484,0,0.5,1,29/12/23
Portuguese,1,1,0,353783484,0,0,0,29/12/23
Russian,1,1,0,353783484,0,1,2,29/12/23
Spanish,2,4,0,353783484,0,0.25,1,29/12/23
Ukrainian,1,1,0,353783484,0,0,0,29/12/23
Chinese,3,3,0,353783484,0,0.666666667,2,30/12/23
English,490,517,0,353783484,0,0.611009174,333,30/12/23
Finnish,1,1,0,353783484,0,1,1,30/12/23
French,6,6,0,353783484,0,0.666666667,4,30/12/23
German,1,1,0,353783484,0,1,1,30/12/23
Hungarian,1,1,0,353783484,0,1,1,30/12/23
Persian,1,1,0,353783484,0,0,0,30/12/23
Polish,1,1,0,353783484,0,1,1,30/12/23
Russian,1,1,0,353783484,0,0,0,30/12/23
Ukrainian,1,1,0,353783484,0,0,0,30/12/23
Arabic,1,1,0,353783484,0,0,0,31/12/23
Chinese,1,1,0,353783484,0,0,0,31/12/23
English,386,409,0,353783484,0,0.557377049,238,31/12/23
Estonian,1,1,0,353783484,0,1,1,31/12/23
French,1,1,0,353783484,0,1,1,31/12/23
Greek,3,3,0,353783484,0,0.333333333,1,31/12/23
Italian,1,1,0,353783484,0,1,1,31/12/23
Portuguese,1,1,0,353783484,0,0,0,31/12/23
Spanish,1,1,0,353783484,0,1,1,31/12/23
Tamil,1,1,0,353783484,0,0,0,31/12/23
Ukrainian,0,1,0,353783484,0,0,0,31/12/23
Bengali,1,1,0,353783484,0,0,0,01/01/24
Bulgarian,1,1,0,353783484,0,1,1,01/01/24
Chinese,3,3,0,353783484,0,0.666666667,2,01/01/24
English,476,515,0,353783484,0,0.582560297,314,01/01/24
French,4,4,0,353783484,0,0.4,2,01/01/24
German,1,1,0,353783484,0,1,1,01/01/24
Macedonian,0,1,0,353783484,0,0,0,01/01/24
Polish,1,1,0,353783484,0,1,1,01/01/24
Russian,1,1,0,353783484,0,0,0,01/01/24
Spanish,3,4,0,353783484,0,0.75,3,01/01/24
Ukrainian,1,1,0,353783484,0,0,0,01/01/24
Vietnamese,1,1,0,353783484,0,1,1,01/01/24
Arabic,1,1,0,353783484,0,0,0,02/01/24
Chinese,5,6,0,353783484,0,0.833333333,5,02/01/24
Danish,1,2,0,353783484,0,1,2,02/01/24
English,594,653,0,353783484,0,0.653900709,461,02/01/24
French,7,7,0,353783484,0,0.625,5,02/01/24
Polish,1,1,0,353783484,0,0,0,02/01/24
Portuguese,4,4,0,353783484,0,0,0,02/01/24
Russian,2,2,0,353783484,0,0.5,1,02/01/24
Spanish,1,2,0,353783484,0,0,0,02/01/24
Turkish,1,1,0,353783484,0,1,1,02/01/24
Ukrainian,1,1,0,353783484,0,1,1,02/01/24
Vietnamese,1,2,0,353783484,0,0.5,1,02/01/24
Arabic,1,1,0,353783484,0,0,0,03/01/24
Chinese,6,6,0,353783484,0,0.571428571,4,03/01/24
Dutch,1,1,0,353783484,0,1,1,03/01/24
English,619,679,0,353783484,0,0.628222524,463,03/01/24
French,5,5,0,353783484,0,0.833333333,5,03/01/24
German,1,1,0,353783484,0,0.333333333,1,03/01/24
Hungarian,2,3,0,353783484,0,0.333333333,1,03/01/24
Persian,1,1,0,353783484,0,0,0,03/01/24
Polish,1,1,0,353783484,0,1,2,03/01/24
Romanian,1,1,0,353783484,0,1,1,03/01/24
Russian,1,1,0,353783484,0,0,0,03/01/24
Swedish,1,1,0,353783484,0,1,1,03/01/24
Turkish,1,1,0,353783484,0,0,0,03/01/24
Bulgarian,0,1,0,353783484,0,1,1,04/01/24
Chinese,4,6,0,353783484,0,0.333333333,2,04/01/24
English,618,685,0,353783484,0,0.671641791,495,04/01/24
French,4,4,0,353783484,0,0.75,3,04/01/24
Italian,1,1,0,353783484,0,1,1,04/01/24
Polish,1,1,0,353783484,0,1,1,04/01/24
Russian,1,1,0,353783484,0,1,1,04/01/24
Spanish,2,2,0,353783484,0,0.5,1,04/01/24
Arabic,1,1,0,353783484,0,1,1,05/01/24
Danish,0,1,0,353783484,0,1,1,05/01/24
English,577,650,0,353783484,0,0.646393211,457,05/01/24
French,5,6,0,353783484,0,0.571428571,4,05/01/24
Greek,1,1,0,353783484,0,1,1,05/01/24
Hindi,1,1,0,353783484,0,1,1,05/01/24
Italian,1,1,0,353783484,0,0,0,05/01/24
Lithuanian,1,1,0,353783484,0,1,1,05/01/24
Polish,0,1,0,353783484,0,0,0,05/01/24
Portuguese,2,2,0,353783484,0,1,2,05/01/24
Spanish,2,3,0,353783484,0,0.333333333,1,05/01/24
Vietnamese,1,1,0,353783484,0,0,0,05/01/24
Chinese,0,2,0,353783484,0,0,0,06/01/24
English,574,621,0,353783484,0,0.634992459,421,06/01/24
French,5,5,0,353783484,0,0.4,2,06/01/24
Polish,1,2,0,353783484,0,0.666666667,2,06/01/24
Portuguese,0,1,0,353783484,0,1,1,06/01/24
Romanian,1,1,0,353783484,0,0,0,06/01/24
Russian,1,1,0,353783484,0,0,0,06/01/24
Spanish,2,3,0,353783484,0,0.666666667,2,06/01/24
Swedish,2,2,0,353783484,0,0.5,1,06/01/24
Vietnamese,1,1,0,353783484,0,0,0,06/01/24
(other),1,1,0,353783484,0,0,0,07/01/24
Arabic,1,1,0,353783484,0,0,0,07/01/24
Croatian,1,1,0,353783484,0,1,1,07/01/24
English,519,576,0,353783484,0,0.627831715,388,07/01/24
French,4,4,0,353783484,0,0.75,3,07/01/24
Lithuanian,1,1,0,353783484,0,0,0,07/01/24
Polish,1,1,0,353783484,0,1,1,07/01/24
Portuguese,1,1,0,353783484,0,0,0,07/01/24
Russian,1,1,0,353783484,0,0,0,07/01/24
Spanish,1,1,0,353783484,0,0,0,07/01/24
Swedish,1,1,0,353783484,0,1,1,07/01/24
Ukrainian,1,1,0,353783484,0,0,0,07/01/24
Vietnamese,1,1,0,353783484,0,0,0,07/01/24
Arabic,1,1,0,353783484,0,0,0,08/01/24
Chinese,2,2,0,353783484,0,0.5,1,08/01/24
English,596,649,0,353783484,0,0.67140825,472,08/01/24
French,4,5,0,353783484,0,0.6,3,08/01/24
Hungarian,1,1,0,353783484,0,1,1,08/01/24
Panjabi,1,1,0,353783484,0,0,0,08/01/24
Portuguese,3,3,0,353783484,0,0.666666667,2,08/01/24
Romanian,1,1,0,353783484,0,0,0,08/01/24
Russian,2,2,0,353783484,0,1,2,08/01/24
Turkish,1,1,0,353783484,0,0,0,08/01/24
Bulgarian,1,1,0,353783484,0,1,1,09/01/24
Chinese,3,3,0,353783484,0,1,3,09/01/24
Danish,1,1,0,353783484,0,1,1,09/01/24
Dutch,1,1,0,353783484,0,0,0,09/01/24
English,606,664,0,353783484,0,0.643347051,469,09/01/24
French,10,11,0,353783484,0,0.545454545,6,09/01/24
Polish,1,1,0,353783484,0,1,1,09/01/24
Portuguese,1,1,0,353783484,0,0,0,09/01/24
Russian,1,1,0,353783484,0,0,0,09/01/24
Spanish,2,2,0,353783484,0,0,0,09/01/24
Swedish,1,1,0,353783484,0,1,1,09/01/24
Turkish,0,1,0,353783484,0,0,0,09/01/24
Chinese,4,5,0,353783484,0,0.8,4,10/01/24
Dutch,1,1,0,353783484,0,1,1,10/01/24
English,555,623,0,353783484,0,0.666666667,456,10/01/24
French,9,9,0,353783484,0,0.6,6,10/01/24
German,2,2,0,353783484,0,0.5,1,10/01/24
Italian,1,1,0,353783484,0,0,0,10/01/24
Panjabi,1,1,0,353783484,0,0,0,10/01/24
Polish,3,4,0,353783484,0,0.5,2,10/01/24
Portuguese,1,1,0,353783484,0,1,1,10/01/24
Romanian,1,1,0,353783484,0,1,1,10/01/24
Spanish,3,3,0,353783484,0,0.5,2,10/01/24
Turkish,1,1,0,353783484,0,1,1,10/01/24
Vietnamese,1,1,0,353783484,0,0,0,10/01/24
Chinese,7,8,0,353783484,0,0.727272727,8,11/01/24
Croatian,0,1,0,353783484,0,0,0,11/01/24
Dutch,0,1,0,353783484,0,0,0,11/01/24
English,526,596,0,353783484,0,0.634259259,411,11/01/24
Finnish,1,1,0,353783484,0,0,0,11/01/24
French,6,7,0,353783484,0,0.714285714,5,11/01/24
Korean,1,1,0,353783484,0,1,1,11/01/24
Polish,1,1,0,353783484,0,1,1,11/01/24
Spanish,2,2,0,353783484,0,1,2,11/01/24
Vietnamese,0,1,0,353783484,0,1,1,11/01/24
Catalan,1,1,0,353783484,0,0,0,12/01/24
Chinese,6,7,0,353783484,0,0.714285714,5,12/01/24
English,591,655,0,353783484,0,0.636752137,447,12/01/24
Finnish,1,1,0,353783484,0,1,1,12/01/24
French,5,7,0,353783484,0,0.714285714,5,12/01/24
Hindi,0,1,0,353783484,0,0,0,12/01/24
Polish,1,1,0,353783484,0,1,1,12/01/24
Portuguese,3,3,0,353783484,0,0.5,2,12/01/24
Russian,1,2,0,353783484,0,0.5,1,12/01/24
Spanish,1,1,0,353783484,0,1,1,12/01/24
Afrikaans,1,1,0,353783484,0,0,0,13/01/24
Chinese,2,2,0,353783484,0,0.5,1,13/01/24
Dutch,1,1,0,353783484,0,1,1,13/01/24
English,596,642,0,353783484,0,0.642241379,447,13/01/24
French,5,5,0,353783484,0,0.4,2,13/01/24
German,1,1,0,353783484,0,1,1,13/01/24
Greek,1,1,0,353783484,0,1,1,13/01/24
Hebrew,1,1,0,353783484,0,0,0,13/01/24
Italian,1,1,0,353783484,0,1,1,13/01/24
Korean,1,1,0,353783484,0,1,1,13/01/24
Portuguese,3,3,0,353783484,0,0,0,13/01/24
Russian,3,3,0,353783484,0,0.333333333,1,13/01/24
Spanish,4,4,0,353783484,0,0.25,1,13/01/24
Tamil,1,1,0,353783484,0,0,0,13/01/24
Vietnamese,1,1,0,353783484,0,0,0,13/01/24
Chinese,1,3,0,353783484,0,0.666666667,2,14/01/24
Croatian,1,1,0,353783484,0,1,1,14/01/24
English,576,630,0,353783484,0,0.658357771,449,14/01/24
French,6,7,0,353783484,0,0.777777778,7,14/01/24
German,1,1,0,353783484,0,1,1,14/01/24
Lithuanian,1,1,0,353783484,0,1,1,14/01/24
Norwegian Bokmål,1,1,0,353783484,0,0,0,14/01/24
Polish,2,2,0,353783484,0,0.5,1,14/01/24
Portuguese,2,3,0,353783484,0,0.666666667,2,14/01/24
Russian,1,2,0,353783484,0,0.5,1,14/01/24
Slovenian,1,1,0,353783484,0,0,0,14/01/24
Spanish,1,1,0,353783484,0,1,1,14/01/24
Turkish,1,1,0,353783484,0,1,1,14/01/24
Chinese,2,3,0,353783484,0,0.666666667,2,15/01/24
Dutch,1,1,0,353783484,0,1,1,15/01/24
English,689,766,0,353783484,0,0.659831122,547,15/01/24
French,5,5,0,353783484,0,0.666666667,4,15/01/24
Japanese,1,1,0,353783484,0,1,1,15/01/24
Polish,0,1,0,353783484,0,0,0,15/01/24
Russian,3,3,0,353783484,0,0.5,2,15/01/24
Slovenian,1,1,0,353783484,0,1,1,15/01/24
Spanish,2,2,0,353783484,0,0,0,15/01/24
Arabic,2,2,0,353783484,0,0,0,16/01/24
Chinese,4,5,0,353783484,0,0.375,3,16/01/24
Czech,1,1,0,353783484,0,0,0,16/01/24
Danish,2,2,0,353783484,0,0.5,1,16/01/24
English,611,680,0,353783484,0,0.646896552,469,16/01/24
French,8,8,0,353783484,0,0.666666667,6,16/01/24
Greek,1,1,0,353783484,0,0,0,16/01/24
Persian,1,1,0,353783484,0,1,1,16/01/24
Portuguese,2,2,0,353783484,0,1,2,16/01/24
Russian,4,4,0,353783484,0,0.8,4,16/01/24
Vietnamese,1,1,0,353783484,0,1,1,16/01/24
Chinese,2,2,0,353783484,0,0.5,1,17/01/24
