browser,newusers,eventcount,totalusers,conversions,totalrevenue,engagementrate,engagedsessions,date
Android Webview,5,23,5,0,0,0.4,2,22/07/24
Chrome,335,2712,389,0,0,0.575688073,251,22/07/24
Edge,27,202,33,0,0,0.631578947,24,22/07/24
Firefox,9,91,12,0,0,0.461538462,6,22/07/24
Mozilla Compatible Agent,1,4,2,0,0,0.5,1,22/07/24
Opera,1,14,3,0,0,0.333333333,1,22/07/24
Safari,255,1654,291,0,0,0.531531532,177,22/07/24
Safari (in-app),3,12,4,0,0,0,0,22/07/24
Samsung Internet,16,77,18,0,0,0.421052632,8,22/07/24
Android Webview,5,17,5,0,0,0.2,1,23/07/24
Chrome,303,2533,353,0,0,0.600985222,244,23/07/24
Edge,21,180,25,0,0,0.740740741,20,23/07/24
Firefox,15,220,19,0,0,0.619047619,13,23/07/24
Safari,250,1762,277,0,0,0.618892508,190,23/07/24
Safari (in-app),8,71,9,0,0,0.454545455,5,23/07/24
Samsung Internet,14,68,16,0,0,0.388888889,7,23/07/24
Android Webview,9,40,10,0,0,0.5,5,24/07/24
Chrome,272,2232,327,0,0,0.617414248,234,24/07/24
Edge,19,138,24,0,0,0.730769231,19,24/07/24
Firefox,18,193,24,0,0,0.444444444,12,24/07/24
Opera,3,55,3,0,0,0.571428571,4,24/07/24
Safari,261,1999,302,0,0,0.580838323,194,24/07/24
Safari (in-app),2,6,2,0,0,0,0,24/07/24
Samsung Internet,10,60,10,0,0,0.454545455,5,24/07/24
YaBrowser,1,3,1,0,0,0,0,24/07/24
Android Browser,4,15,4,0,0,0,0,25/07/24
Android Webview,1,5,2,0,0,0.5,1,25/07/24
Chrome,206,1989,267,0,0,0.291525424,86,25/07/24
Edge,14,166,17,0,0,0.421052632,8,25/07/24
Firefox,11,63,13,0,0,0.307692308,4,25/07/24
Opera,0,2,1,0,0,0,0,25/07/24
Safari,130,1119,174,0,0,0.256410256,50,25/07/24
Safari (in-app),2,7,2,0,0,0,0,25/07/24
Samsung Internet,8,44,11,0,0,0.214285714,3,25/07/24
